Review_ID,Game_Name,Ratings,Users,Game_Category,Game_Genre,Date_of_Remarks,Remarks
1160,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 24, 2021",this is like poppy playtime in squid game butt I like this game
1161,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 31, 2021",It's so fun to play with
1162,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 28, 2021",This is awesome.
1163,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 5, 2022",I'm a big fan of huggy-wuggy and I also love huggy-wuggy
1164,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 30, 2021",This is a horrible app it wastes your time it wont let me donload it even though i have a lot of space on my fricken phone😡😡😡😡😡😡😡😡😡😡😡😡😠😠😡😡😠😠😠😠😠😠😠💢
1165,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 29, 2021","Wow I will give up game for 900,000 dollars GB I am VlP"
1166,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 3, 2022",I never played but I ❤ today
1167,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 6, 2022",i love to play it
1168,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 5, 2022",I'm love it
1169,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 3, 2022",I suck dick
1170,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 29, 2021",cool cool cool. cool cool
1171,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 1, 2022",it is great
1172,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 31, 2021",Red light green light is the most popular game in Korea and ddochey to in Korea 🇰🇷 😍 😄 🙌 😆 😅 🇰🇷 😍 😄 🙌 😆 😅 🇰🇷
1173,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 31, 2021",I LOVE IT
1174,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 6, 2022",Boring but ok
1175,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 30, 2021",its ok
1176,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 1, 2022",гофгнугжкмфзхбль жжрмо
1177,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 3, 2022",hunter
1178,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 29, 2021",cam'ron
1179,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 4, 2022",huggy
1180,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 3, 2022",eheaj
1181,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 2, 2022",lagging
1182,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 4, 2022",love ❤ it
1183,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 6, 2022",Cool Cooooool
1184,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"January 6, 2022",Scared
1185,Huggy 456 Survival Playtime,4.2,"1,460",Top Free,Action,"December 29, 2021",😍🤩🤣😄it
1186,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 2, 2022","So I think this game is decent but it could be five stars if they could update this game and make it harder. They should also ad a search bar. And the last thing is that they should make a much bigger selection of all the songs you could play.Its a close one but l,ll recommend this game."
1187,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 6, 2022","This is most likely the best tiles hopping game out there, the other tiles hop game i've played are just the same songs. But in this one you can even play your own songs and lots of diffrent songs! If you are looking for a good tiles hop game then this is the game for you."
1188,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 3, 2022","I think it is great, but I do think that there should be more songs plus should make there songs that you can buy with coins so that you don't have to wait a million years to get a new song, but I'm not trying to criticize this is great game but these are things that bug me..."
1189,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 25, 2021","I really liked this game because it had all of the songs I like and I also liked how this was one of those ball jumping games from tile to tile. It was fun but I didn't like how everyone I died, there was an add that popped up. Other than that though, it was a pretty fun game to play!"
1190,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 1, 2022","Fun, but kind of dumb how it plays an ad AFTER you beat a level and BEFORE you play the next level. It's faster to just close and reopen the game after you finish a level and just go ahead and start watching the ad before playing the next level. You don't lose the score and you watch 1 less ad."
1191,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 5, 2022",I really like yeah because you get to listen to your favorite songs but when the square thing goes too fast sometimes it's very impossible for me to get.
1192,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 6, 2022",Its a good game but SO MANY ADS like you have to watch a ad to play a song you see one after you play a song its just too much.if yall fix the ad problem i might fully enjoy the game.
1193,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 27, 2021","Ads run during gameplay for real products, two at a time, and cycle very quickly to hit you with as many as possible. Jeep, Crest, Frontier, etc. etc. within each song (which seem to all be covers?) At the end, it displays a typical ad for another Android game like most others do, as well."
1194,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 2, 2022","Its a fun game, and it can be enjoyable, but only if youre patient enough to sit the insane number of ads. I understand yall need revenue cause its a free game, but its SO ANNOYING when free, quick fun apps like this have so many ads"
1195,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 25, 2021","it is very fun and kids could play it for hours each day because you can do a lot of things in the game like unlock new balls,theame, and music. It's really entertaining I 100% recomend"
1196,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 5, 2022","The game is sometimes is slower at the beginning, but does get faster as you go. But overall is a good game."
1197,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"January 2, 2022",I love your game nothing makes me not like it I love the how do you like that song and I always win a lot of times I do not have to worry about losing but if you lose it's fine because you can watch now to try to get them play now
1198,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 23, 2021",I love the game! It can get a tiny bit hard sometimes but it's really fun and it has some good songs on it that you can choose from. It also has commercials but usually not bad.
1199,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 29, 2021","Fun game. Way too many ads, and I know they need ads to make money but to listen to songs sometimes you have to watch an ad."
1200,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 19, 2021",I love it but with the lagging I don't so I mean same with the person who said that they wish u could play songs other people make I wish that was possible that it could happen bc my brother complains that he wishes he can see other people's songs so I wish it was like that.
1201,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 30, 2021",Me and my brother love this game 🎮 you have so much songs to pick from but one I don't like is the adds they sometimes come after a round but we still recommended if you need practice with music love it
1202,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 15, 2021",Your game is a little to fast and I thank you should make it a little bit slower and then I can bet your game that is a little bit more better. Your game is.......... I would say fast for kids like me I am 8 years old and I am trying to bet dance monkey
1203,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 19, 2021",A very great game as all ways but tho why in a song you playing and then it go faster and faster I wonder why bro plus endless mode start on its own when we didn't even pick endless plus on my favorite song i was hearing i like it to go on its original speed not very fast who agrees with me
1204,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 28, 2021","I love this game! It's so fun! Once you get the hang of it you can get really high scores on the songs, so don't give up! Also to the people that made this game, the game is great! Keep up the good work and I hope to see more like it!"
1205,Tiles Hop: EDM Rush!,4.2,"2,901,773",Top Free,Music,"December 31, 2021","Came for music I liked,left kinda disappointed,no Jojo's bizarre adventure music,no payday 2 music,no rock music,no through the fire and flames,just overall disappointing.add these songs/collections and I may return."
